ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2037-06-16,18,36950,632,Employed,Doctorate,0,28285,24,Married,1,Mortgage,352,0.2317865466904929,3,1,0.3190047975850629,0,Home,0,24,,1728,956,,16399,3079.1666666666665,0.7578189285369865,7,1338,0.187285,0.1647644305934947,1391.3692644972973,0.5661821697961453,0,74.0
2037-06-17,38,,550,Employed,High School,17,14291,60,Single,1,Rent,301,0.3807761837778886,,0,0.4506582992933092,0,,0,24,22,2551,766,14028,23592,6011.75,0.6043878619169246,5,5398,0.2442909999999999,0.2188351896079963,393.75599996115614,0.1155663492262912,1,63.2
2037-06-18,18,35664,611,Employed,Bachelor,0,23588,72,Divorced,1,Mortgage,440,0.1438913769621181,2,,0.6196781403164939,0,Other,1,20,23,5247,1692,105344,17862,2972.0,0.7700773751430782,7,87482,0.233088,0.2543538337505657,641.7104218248661,0.363967167505002,0,84.0
2037-06-19,44,49681,642,Employed,Bachelor,26,21320,96,Married,2,Mortgage,593,0.3879107343058198,0,0,,1,Home,0,30,22,2576,2198,364243,22769,4140.083333333333,0.6022365078191713,,341474,0.23532,0.1942278943048516,439.0782750662966,0.249289251440099,1,64.8
2037-06-20,28,28859,560,Employed,Bachelor,5,31043,60,Married,3,Rent,243,,6,,0.2643741433071405,0,Debt Consolidation,0,21,18,2830,1033,35591,5301,2404.9166666666665,0.8524534139173787,5,30290,0.2560429999999999,0.2646864601972833,938.0741573651584,0.4911081426377178,0,75.0
2037-06-21,41,22666,562,Employed,High School,17,30713,72,Married,0,,1995,0.4898684844851665,1,0,0.436235893980521,0,Debt Consolidation,0,24,21,10165,761,28393,,1888.8333333333333,0.8261261962093217,6,9457,0.264713,0.2117704,,1.4568608713323992,0,85.0
2037-06-22,55,,614,Employed,High School,30,16626,36,Single,3,Mortgage,222,0.3748027511673478,2,2,0.1913297928923706,0,Debt Consolidation,0,17,8,4243,577,88043,31145,4700.166666666667,,6,56898,0.194626,0.1860817214380746,,0.1761967929335433,0,66.0
2037-06-23,28,49443,591,Employed,Associate,,23494,48,Married,,Mortgage,487,0.4029879566956371,8,1,,,Auto,0,23,3,5105,124,67317,89388,4120.25,0.5626638408647839,4,4040,0.222994,0.2617527552058006,794.4729275439041,0.3110182458695235,0,80.0
2037-06-24,52,57184,631,Employed,High School,32,35843,36,Single,2,,338,0.6032842152039705,,,0.1493387688834606,,Home,0,29,15,2248,,27130,16876,4765.333333333333,0.6796594121879673,7,10254,0.205343,,1378.4485353447558,0.3601948521288659,0,70.0
2037-06-25,34,22234,518,Employed,High School,11,16156,120,Single,2,Rent,408,,2,3,0.5933063760506594,0,Debt Consolidation,0,22,13,1154,1140,109811,24640,1852.8333333333333,0.6999707254348347,4,85171,0.312156,0.3335032277733952,,0.4719202044492129,0,86.0
2037-06-26,61,42090,566,Employed,High School,37,57107,48,Married,1,Own,931,0.1378829398511348,,2,0.4442636243670896,0,Education,0,22,14,,1164,35250,2823,3507.5,,5,32427,0.269107,,1935.2901056411872,,0,79.0
2037-06-27,35,,587,Employed,Bachelor,12,12253,36,Single,1,Mortgage,684,0.1010891735503375,1,0,0.1714440954704925,0,Auto,0,20,9,,1684,,3185,10293.666666666666,0.877800589621796,5,32080,0.203753,0.1986745967407261,,0.1106057118356552,1,52.8
2037-06-28,29,16161,535,Employed,Associate,6,19367,72,Married,2,Mortgage,167,0.3601267235463725,6,2,0.1458743434800319,0,Debt Consolidation,0,37,15,4144,283,,17234,1346.75,0.8736373139389995,7,10006,0.2668669999999999,0.3202073404407891,608.0998721810615,0.5755335973128357,0,74.0
2037-06-29,48,134246,578,Employed,High School,23,14056,48,,1,Mortgage,383,0.3765008254149398,4,0,0.1075788055566807,0,Auto,0,20,16,883,476,63821,11514,11187.166666666666,,,,,0.2182951288176576,441.5494786197699,0.0737049427427054,1,51.2
2037-06-30,34,47943,560,Unemployed,Associate,13,28418,24,Single,0,Rent,,0.5938398015012978,1,2,0.2508048012977326,0,Auto,0,25,8,17717,9519,,25214,3995.25,0.6055530319211626,6,41500,0.2234179999999999,0.2398956241109557,1502.3428025535727,0.4366041680879977,0,85.0
2037-07-01,29,39303,615,Employed,High School,7,22154,72,,2,Own,283,0.3340280470671312,5,,0.4418760120611464,0,Other,0,21,22,1860,1912,16317,152069,3275.25,,3,7399,0.229654,0.2201040876143475,556.7811100568215,0.2564021403119828,0,77.0
2037-07-02,34,68487,528,Employed,Associate,8,11243,48,Married,4,Mortgage,,0.3327769980125671,3,2,0.1860772944746665,0,Debt Consolidation,0,26,20,1068,2345,35398,15795,5707.25,0.8272707681897904,1,,,,391.8752114686396,0.1033554183658749,0,70.0
2037-07-03,39,15000,571,Employed,High School,,62413,72,Married,,Other,194,,3,0,0.3288831336932658,0,Home,0,,2,5535,,84987,14374,1250.0,0.9802469923245616,3,70613,,0.2602220713003728,1720.5893612627156,1.5316714890101724,0,88.0
2037-07-04,56,143212,665,Employed,Bachelor,36,16455,72,,,Mortgage,506,,6,0,0.5532696532217576,0,Home,1,24,12,2804,1247,55294,8934,11934.333333333334,0.62624497975535,7,46360,0.198955,0.1647621680911381,361.2675167322764,0.0726699592267918,1,64.0
2037-07-05,18,110471,548,Employed,High School,,8208,60,Married,,Rent,544,0.2110328857690016,1,0,0.0902235554590256,0,,0,25,1,4569,1857,360868,35470,9205.916666666666,0.6770653903369538,8,325398,0.2392079999999999,0.2578241991521675,244.6952048975159,0.0856726422207655,1,56.0
2037-07-06,40,102540,530,Self-Employed,Master,19,24796,60,Divorced,1,Mortgage,,0.2641918200069602,,0,0.2251599694214776,,Auto,0,24,,3274,793,185730,19009,8545.0,0.8623933361769793,4,166721,0.264796,0.2578611525491129,,0.1271231569665634,1,63.2
2037-07-07,47,15000,452,Employed,High School,24,23464,84,Married,1,Own,324,0.2597151613701689,7,1,0.0515674615619565,0,Education,0,16,20,2704,3302,40557,10188,1250.0,0.834561350106659,4,30369,0.322464,0.3185921140073577,700.4883246364759,0.8195906597091808,0,74.0
2037-07-08,42,107507,616,Employed,Master,21,16074,48,Married,2,Other,512,0.2547770490481436,4,1,0.0538725222629002,0,,0,29,,2441,,282571,11945,8958.916666666666,0.7785445301420851,7,270626,,0.2236171906998022,509.59049848925287,0.1140305838863612,1,46.400000000000006
2037-07-09,55,,568,Employed,,,14479,108,Single,0,Mortgage,262,0.109886455927137,2,1,0.1930968858448649,1,Debt Consolidation,0,,9,4489,2610,291164,32456,,0.8432824631931868,,258708,0.275479,0.2595388813845115,,,1,60.8
2037-07-10,39,125670,616,Employed,Bachelor,,21783,36,,1,Mortgage,121,0.4556746456094505,,0,0.3158698680754285,0,Debt Consolidation,0,30,,3073,1065,77659,,10472.5,0.935728434903203,5,62009,0.198783,0.1819016076032462,789.5871568978135,0.0869503133824601,1,57.6
2037-07-11,37,29256,597,Employed,Master,19,13013,108,Married,2,Rent,726,0.529379369241324,5,0,0.2235990768918624,0,Home,0,30,6,341,2749,10387,2877,2438.0,0.8497456015056717,3,7510,0.259513,0.308952429847413,358.0270481651405,0.4446378376395162,0,83.0
2037-07-12,47,84703,561,Employed,,24,33769,36,Single,1,Mortgage,604,0.1885469656432676,2,,0.3219151064733432,0,Other,0,17,7,1870,1440,64719,18909,7058.583333333333,0.8446603446964265,6,45810,,,1386.1967482645784,,0,74.0
2037-07-13,41,157861,620,Employed,High School,18,32406,48,Single,0,,,0.4677929566235684,1,0,0.2209030768389983,0,Debt Consolidation,,22,23,7457,6192,61345,16841,13155.083333333334,0.914181197292241,4,,0.217406,0.2007419509054978,,0.1067578040917616,1,53.6
2037-07-14,35,35218,443,Employed,,,22828,48,Divorced,1,Mortgage,597,0.3498959038443085,,0,0.6437805777142398,,Home,0,22,22,1899,2263,49720,83838,2934.833333333333,,7,3598,0.296328,0.3077272780652633,832.2360581664203,0.4869905360326265,0,84.0
2037-07-15,46,18536,554,Employed,High School,,12350,24,Single,2,Other,,0.51806474039301,5,0,0.0806909078409812,0,Debt Consolidation,0,21,3,3341,2723,127364,47231,,0.7922612541372606,,80133,,0.2265744754921102,644.711904185334,0.7766801278713857,0,80.0
2037-07-16,32,62913,554,Employed,Associate,11,12549,36,Single,2,Mortgage,497,,4,0,,0,Other,0,26,21,,1639,79392,25982,5242.75,0.3787487782380552,8,53410,0.220549,0.2322220035018501,487.2228105372839,0.1877302580777805,1,52.8
2037-07-17,32,,612,Employed,Bachelor,9,26359,72,Divorced,3,,713,,4,,0.3503800856043701,0,Auto,0,,,1080,349,52925,15895,7358.5,0.934308428573073,2,37030,0.2353589999999999,0.2125402550605504,650.6784927971878,0.1853201729696524,1,54.400000000000006
2037-07-18,33,35290,586,Employed,High School,7,27199,36,,1,,211,0.1679085044900561,1,2,0.2841120280457025,,Home,0,25,25,8505,861,60387,9341,2940.833333333333,,3,51046,0.219199,0.2060917605645341,1019.2744094617352,0.4183421057959995,0,71.0
2037-07-19,56,24814,546,Unemployed,,33,22286,12,,3,Mortgage,236,0.1919052622607879,5,0,0.176570589061719,1,Education,0,27,9,2138,329,,28102,2067.833333333333,0.7560571933024758,7,6198,0.214286,0.1714288,2034.1005413883984,1.0978160109881834,0,96.0
2037-07-20,18,65808,507,Employed,High School,0,28704,72,Widowed,2,Own,,0.5765304190673861,8,2,0.1621982836647967,0,Home,0,,28,476,3423,,114750,5484.0,0.6489397731903486,3,4879,0.290204,,,0.2712367872375236,0,72.0
2037-07-21,44,,518,Employed,Bachelor,22,28703,108,Married,2,Mortgage,445,0.1242508355296136,1,0,0.2496905156890924,0,Home,0,21,12,1633,3334,26312,51901,2678.9166666666665,0.849050834082841,,10034,0.314703,0.3481326299733472,872.4581966349944,0.4917876741101792,0,73.0
2037-07-22,40,77219,586,Employed,Doctorate,21,22262,48,Married,1,Mortgage,497,0.4413204192696405,7,0,0.1780858357584668,,Auto,0,17,23,212,534,61722,55444,6434.916666666667,0.877077949616644,4,6278,0.224262,0.2047170631392138,683.0482585483006,0.1833820575581088,1,57.6
2037-07-23,19,,487,Employed,Bachelor,0,22926,60,Married,0,Mortgage,489,0.0298516851254844,5,2,0.4165825930161879,0,,0,,,2312,3164,10846,16864,8550.333333333334,0.7746564719700579,5,8476,0.284426,0.2972144211454559,737.8161081229895,0.1434816702806506,0,79.0
2037-07-24,43,20105,586,Employed,Associate,19,9765,24,Single,5,Other,998,0.1687602627134886,2,1,0.3817046515208722,0,Other,0,21,11,3156,1703,66747,31126,,0.9137846872652656,,35621,0.191765,0.1964362789679324,,0.8913001548499411,0,78.0
2037-07-25,45,74092,573,Employed,Associate,21,22387,96,Divorced,3,Mortgage,,0.1255304953771212,2,0,0.2274476615308756,0,Auto,0,30,16,,5301,82012,21081,6174.333333333333,0.5804021134719197,3,60931,0.270887,0.2637295365525458,561.6933806408679,0.1361593770945637,0,69.0
2037-07-26,47,49144,610,Employed,Bachelor,25,20365,36,Married,3,Rent,694,0.3950121527754619,3,,0.3638934222971794,0,Auto,0,27,27,433,1515,64170,41666,4095.3333333333335,0.8852793757613873,8,22504,0.200365,0.2285937080804473,786.8315770351072,0.3615899992760314,0,74.0
2037-07-27,18,28698,537,Employed,High School,0,14688,48,Single,4,,,0.2743749219565795,4,1,0.5176747552125659,,,0,32,6,,197,110813,55108,2391.5,0.7835377351907937,,55705,0.241188,0.2530185815219133,489.4880263443994,0.3113058859897133,0,88.0
2037-07-28,56,83742,643,Employed,Doctorate,32,29566,108,Married,5,Own,278,,2,1,,0,Education,0,21,10,11248,951,,6805,,0.8686044337511202,3,,0.253066,0.2504021676297878,691.2459485609602,0.1388902985685978,0,72.0
2037-07-29,31,24481,581,Employed,,5,21339,48,Married,1,Rent,,0.471426183198592,2,2,0.7001486658105534,0,Debt Consolidation,,18,17,8625,694,34707,13942,2040.0833333333333,,,20765,,0.2150730397402532,666.6133879082598,,0,88.0
2037-07-30,48,24152,530,Employed,,24,25488,24,Single,0,Rent,621,0.2584192656583038,5,2,0.2593423700191815,0,Education,0,25,10,543,822,43903,13358,2012.6666666666667,0.6951283640436103,,30545,0.235488,0.2351425879052111,1341.4071958306563,0.9750284179350728,0,77.0
2037-07-31,48,22169,566,Employed,Doctorate,25,8182,36,,2,Own,242,0.3940155725211511,4,2,0.0246895486219061,0,Home,0,,2,507,,12194,22367,1847.4166666666667,0.8944674822354108,2,3802,0.2101819999999999,0.205306068881738,306.2890235014166,0.2967868772618069,0,82.0
2037-08-01,29,95827,429,Self-Employed,Master,,20160,24,Single,3,Mortgage,295,0.3036761825188229,4,1,0.5573069456025619,0,,0,22,12,2130,550,83758,,,0.8444685943743272,4,51645,0.28066,0.3070466412191227,,0.1790135826569848,1,67.2
2037-08-02,47,79399,599,Unemployed,Bachelor,24,30374,48,Married,2,Own,1589,0.103780173842826,1,3,0.688238518721621,0,Auto,0,26,29,10496,,197115,19510,3454.0,0.8829348732976704,4,177605,0.225874,,925.7478866736488,0.7280682937677038,0,82.0
2037-08-03,35,51581,477,Employed,High School,12,18210,60,Single,2,Rent,165,0.0559334234556826,4,2,0.2984693599132648,,Auto,0,28,2,11739,2833,68521,80819,4298.416666666667,0.7773623239964369,4,,0.28471,0.3379979433401183,632.3526150238306,0.1854991446518285,0,79.0
2037-08-04,18,29202,589,Employed,,0,20180,48,Widowed,1,Rent,401,0.6368542176851062,3,1,0.4389323202178626,0,Home,0,24,22,14960,,26887,39647,2433.5,0.8978383564696167,12,10537,0.22068,0.2433328043364817,661.6287090602301,0.4366668210644052,0,87.0
2037-08-05,54,28574,656,Unemployed,Associate,29,24788,36,Single,0,Other,506,0.1836539164759269,0,1,0.1250052898518482,0,Home,0,30,28,9181,322,20754,35645,2381.1666666666665,0.6820378054530849,7,3501,,0.182328333886269,899.0434929888756,,0,70.0
2037-08-06,30,54927,556,Employed,Associate,8,21935,36,Married,0,,428,0.6565140599588316,2,1,0.345762693701145,,Other,,22,,529,243,189888,29866,4577.25,0.8772021907489661,6,160022,0.228935,0.2458877269138253,867.3681653824933,0.2830014015800957,0,76.0
2037-08-07,29,,519,Employed,,,42480,60,Married,0,Own,1042,0.2308286699199163,4,1,0.4877367504719628,0,Auto,1,24,7,5408,349,15940,179119,3786.1666666666665,0.7535549427576161,5,4993,0.28798,0.343521181636006,,0.6687644596084398,0,91.0
2037-08-08,35,51299,589,Employed,Bachelor,16,28800,108,,1,Own,348,0.2818197105853431,2,2,0.316008928395162,0,Home,0,30,7,1965,1065,49577,52022,4274.916666666667,0.8054511582966568,0,3602,,0.2835325916011852,739.8832560748504,0.2544805760911168,0,78.0
2037-08-09,43,70239,608,Employed,Bachelor,,27790,36,Married,1,Other,572,,3,1,0.329386287080867,0,Home,,23,,935,,51326,53969,5853.25,0.7944752994868178,8,,0.20879,0.2066095888909702,1042.1587676605925,,1,56.0
2037-08-10,39,25106,615,Employed,High School,18,25892,48,Single,1,Rent,230,0.0592242519465297,2,,0.2256157352152197,0,Auto,1,20,25,,,46127,22483,,0.7858784089629932,,,0.213392,0.236123962001964,838.5881568928106,,0,79.0
2037-08-11,46,,559,Employed,Master,27,41121,36,Divorced,0,,696,0.238638474721437,2,2,0.6198936486645574,0,Debt Consolidation,,23,19,,3217,47619,11587,9425.75,0.7930437227800026,3,36032,0.2466209999999999,0.2445842330511441,1623.2084513332777,0.2460502826123414,1,64.0
2037-08-12,23,85516,502,Unemployed,High School,,27373,24,Married,0,Mortgage,302,0.1899612529186513,2,1,0.3335382693806056,0,Debt Consolidation,,23,15,,530,32013,,,0.528590845719328,4,23390,0.251373,0.2839546062575043,1507.9844610796615,0.2539853773908501,0,86.0
2037-08-13,31,65921,460,Employed,,11,12785,36,Single,2,Mortgage,636,0.4888544625986352,4,3,0.2763980080218817,0,Education,0,25,15,2054,10422,26288,34007,5493.416666666667,0.6838133792504069,,4252,0.267785,0.2936917837461509,538.3354694094332,0.2137714178018112,0,75.0
2037-08-14,38,46191,545,Employed,Bachelor,16,36993,24,Married,1,Own,466,0.2341343229496644,3,0,0.1092632435911356,0,Education,0,26,8,762,107,48308,46935,3849.25,0.8902345142352172,5,1373,0.2394929999999999,0.2315433037137248,1940.2813061917816,0.6251299100322872,0,74.0
2037-08-15,62,67091,682,Employed,Master,39,14978,60,Married,0,Rent,583,0.1567081470100996,4,,0.4123883635681936,0,Other,0,20,5,1764,2752,132570,5697,5590.916666666667,0.741174750348171,2,,0.178978,,365.60086250029246,0.1696682170485386,1,55.2
2037-08-16,38,162008,619,Employed,,13,29335,60,Married,2,Mortgage,272,0.3131303316076587,4,1,0.0638320540844912,0,Auto,0,22,15,16491,5782,37356,5954,,0.6660354129575414,6,31402,,,811.0774579412488,0.080223998168578,1,49.6
2037-08-17,53,121853,560,Employed,Bachelor,34,12348,120,Divorced,3,Mortgage,234,,6,0,,0,Home,0,28,6,1072,491,69946,68790,,0.9713693215168412,4,1156,0.287348,0.2552828077088957,,0.0511619947851103,1,64.8
2037-08-18,40,165735,498,Self-Employed,High School,16,9596,120,Married,0,Rent,281,0.1197073796463595,2,0,0.2000964077876857,0,Home,0,26,19,,5627,31251,,13811.25,0.7080915519238976,,9256,0.315596,0.3526991602450158,291.0425865871751,0.0414185961869617,1,58.400000000000006
2037-08-19,34,34759,624,Unemployed,Doctorate,,19212,48,Widowed,1,Mortgage,,,5,4,,0,Education,,22,5,3101,1011,510581,13190,2896.583333333333,0.87294425395597,3,497391,,,589.0298739114007,0.3770061994573149,0,91.0
2037-08-20,37,26290,590,Self-Employed,Master,12,50631,36,Married,0,Rent,286,0.1850703318823939,3,,0.5410007653268872,0,Home,0,25,,3634,380,44592,10772,,0.8771242115294893,5,33820,0.240631,0.2324376625232982,1966.350475841928,1.0280793347319563,0,92.0
2037-08-21,37,45621,516,Employed,High School,15,13368,48,Single,2,Rent,458,0.1537534613998218,2,1,,0,,0,18,11,1587,1692,25396,16756,3801.75,0.9327401168671416,7,8640,0.250368,0.2548948283969401,446.901841796006,0.2380224480294617,0,70.0
2037-08-22,47,76050,585,Employed,Bachelor,27,12772,84,,3,,538,,3,6,0.0747418569998685,1,Education,0,24,16,2634,,89985,17358,6337.5,0.8425970012196473,5,72627,0.245272,,,0.1360153437594043,0,82.0
2037-08-23,56,63279,497,Employed,Bachelor,36,15432,60,Married,0,Own,152,0.2200746218391022,7,3,0.0406837592917768,0,Home,0,,4,4191,,46225,69634,5273.25,0.977388784352796,6,,0.271932,0.2376873122845629,441.8781208271134,0.1126208923959822,1,60.8
2037-08-24,44,35301,535,Employed,,,8368,60,Single,4,Rent,352,,3,1,,0,Debt Consolidation,0,21,8,4731,1046,23782,50484,2941.75,,10,6029,0.2458679999999999,0.2458673915119643,243.5886180330061,0.2024606503044127,0,77.0
2037-08-25,54,117623,648,Employed,,,42719,60,Single,0,Rent,296,0.2900502315711631,3,2,0.2247537166282408,,,0,12,7,4878,454,138191,12534,9801.916666666666,0.859687787173631,4,125657,,0.2133798841388636,1163.8293254794337,0.1489330480072197,1,52.0
2037-08-26,28,37182,603,Employed,High School,3,56214,36,Widowed,0,Rent,611,0.5096595048325981,6,0,0.6333483629563432,1,Home,0,22,6,3370,664,,91681,3098.5,0.8100012299080753,4,7196,0.239714,0.2353342253380053,2191.687849398182,0.9045305307078206,0,102.0
2037-08-27,35,,568,Employed,Bachelor,,20202,48,Married,5,Mortgage,,0.1308716856186973,4,4,,0,Other,0,19,14,2611,751,77781,40252,2089.833333333333,0.8853632428600083,2,37529,0.231202,,606.695933122564,0.8075744157217787,0,75.0
2037-08-28,31,17252,566,Employed,High School,7,15055,36,Single,3,Rent,331,0.1860668124024792,2,,,0,,0,,28,,,33503,23182,1437.6666666666667,0.8782817299158917,,,0.217055,0.23211809300359,584.4381686243333,0.6367527256835149,0,75.0
2037-08-29,43,,495,Employed,Bachelor,24,17337,96,Single,1,Rent,912,0.1941632992635382,2,0,0.1106647387469348,0,Debt Consolidation,0,28,,3348,782,,29937,5050.5,0.7969053752789412,4,452223,0.3048369999999999,0.3067645104975426,486.29926496067424,0.2768635313257448,1,49.6
2037-08-30,35,287320,585,Employed,,12,13267,36,Widowed,2,Own,496,,1,1,0.3243887364983087,,Other,0,32,7,4288,2141,53189,10468,23943.33333333333,0.8498763600409514,6,42721,0.205767,0.1902582752833126,486.4886797894118,0.0410339139547297,1,59.2
2037-08-31,48,27136,462,Employed,High School,24,23145,36,Married,1,Rent,312,0.2016471568489547,5,1,0.2033281896047453,0,Debt Consolidation,0,36,19,3272,1966,48244,22187,2261.333333333333,0.855577662886653,8,,0.277145,0.2550388553458496,926.4205020975584,0.5476505758096513,0,77.0
2037-09-01,28,34238,507,Employed,Associate,8,34304,96,Married,0,Other,411,0.1257955270959695,,1,,1,Debt Consolidation,0,21,18,897,5535,23620,62403,2853.1666666666665,0.7786200188742628,5,9730,0.315804,0.3601099523103562,,0.5272785914065617,0,95.0
2037-09-02,40,242884,634,Employed,Doctorate,18,51740,96,Married,4,Mortgage,388,0.1560058415276503,2,3,0.3535339712442808,0,Home,0,,1,1047,,201020,18137,20240.33333333333,0.8348392549641207,,182883,0.26974,0.2644126719311536,1300.5450737327596,0.0834247660808991,1,56.0
2037-09-03,48,40874,630,Employed,,24,14932,60,Married,2,,640,0.1872017740602425,2,2,0.1611557845014161,0,Auto,0,20,13,2618,787,36754,10107,3406.1666666666665,0.926202634077528,4,,0.204932,0.2030063262092707,398.1085872196449,0.3047732799979385,0,66.0
2037-09-04,18,49380,592,Employed,,,14076,120,,2,Rent,155,0.1718321999476752,5,0,,,Home,0,24,29,7451,273,36486,19255,,0.7766560116154749,1,17231,0.273076,0.2822323904069655,352.7314670664627,,0,73.0
2037-09-05,65,186472,595,Employed,,40,29725,24,Single,,Rent,449,,2,0,0.1681348473655297,0,Home,0,,19,1899,439,97381,6275,15539.333333333334,0.7424319142509052,2,91106,0.207225,0.1952272541141027,1505.9561526974176,0.1258069513512431,1,52.8
2037-09-06,36,27887,623,Self-Employed,Associate,,19291,60,Married,2,Mortgage,805,0.5685667397493775,3,1,0.0982946842963554,0,Other,0,16,,,11322,20386,26698,2323.9166666666665,0.6683472194032735,,9839,0.212791,0.2184728522715564,531.1227729760415,,0,78.0
